symbol,entrez,BRO-score (product),BRO-score (ABA6-2013),BRO-score (Kang-2011),cell-cell signaling,synaptic transmission,neuron differentiation,neuron projection development,generation of neurons,axon development,neuron development
ZBTB34,403341,0.0290215,0.186791,0.155369,,,,,,,
SLC46A1,113235,0.0290187,0.125274,0.231642,,,,,,,
C12orf53,196500,0.0290181,0.273899,0.105944,,,,,,,
MT1A,4489,0.029015,0.192988,0.150346,,,,,,,
KLHL25,64410,0.0290033,0.32271,0.0898743,,,,,,,
AP2A2,161,0.0289905,0.207375,0.139798,X,X,X,X,X,X,X
C2orf42,54980,0.0289737,0.171107,0.169331,,,,,,,
MBD5,55777,0.0289607,0.177439,0.163215,,,,,,,
PLA2G4A,5321,0.0289448,0.207057,0.139791,,,,,,,
EPDR1,54749,0.0289409,0.157414,0.183852,,,,,,,
HDAC4,9759,0.0289378,0.213045,0.135829,,,,,,,
ALMS1,7840,0.0289179,0.118681,0.243662,,,X,,X,,X
STXBP4,252983,0.0289147,0.164535,0.175736,,,,,,,
ZNF232,7775,0.028911,0.194406,0.148715,,,,,,,
CCL27,10850,0.0288776,0.228453,0.126405,X,,,,,,
TBCCD1,55171,0.0288724,0.163244,0.176866,,,,,,,
CRIP3,401262,0.0288505,0.256558,0.112452,,,,,,,
AKR1C1,1645,0.0288423,0.195786,0.147315,,,,,,,
TBC1D26,353149,0.0288323,0.405306,0.0711373,,,,,,,
SMEK2,57223,0.0288306,0.177926,0.162037,,,,,,,
LRP2,4036,0.0288205,0.233586,0.123383,X,,,,,,
NFATC2,4773,0.0288066,0.102284,0.281634,,,,,,,
MARCH7,64844,0.0287927,0.127923,0.225079,,,,,,,
C12orf5,57103,0.0287881,0.229932,0.125202,,,,,,,
MLXIP,22877,0.0287693,0.304109,0.0946018,,,,,,,
USP31,57478,0.028754,0.364599,0.0788648,,,,,,,
GTF3C4,9329,0.0287508,0.134765,0.213341,,,,,,,
FLJ26850,400710,0.0287508,0.392344,0.0732796,,,,,,,
KIAA0141,9812,0.0287458,0.321692,0.0893583,,,,,,,
PDRG1,81572,0.0287439,0.268434,0.10708,,,,,,,
GPATCH1,55094,0.0287335,0.119803,0.239841,,,,,,,
C8orf4,56892,0.0287325,0.368906,0.0778858,,,,,,,
NRF1,4899,0.0287279,0.175498,0.163694,,,,,,,
COG3,83548,0.0287162,0.225054,0.127597,,,,,,,
ASB6,140459,0.0287157,0.27891,0.102957,,,,,,,
IMPA2,3613,0.0287085,0.341776,0.0839981,,,,,,,
UBLCP1,134510,0.0287059,0.277917,0.10329,,,,,,,
ANLN,54443,0.0286909,0.214742,0.133607,,,,,,,
AIM2,9447,0.0286897,0.282893,0.101415,,,,,,,
OIT3,170392,0.0286885,0.132901,0.215864,,,,,,,
MGC45800,90768,0.0286768,0.141596,0.202526,,,,,,,
ACTR1A,10121,0.0286745,0.28696,0.099925,,,,,,,
HHIP,64399,0.0286672,0.221354,0.129508,,,,,X,,
CD46,4179,0.0286617,0.342286,0.0837363,,,,,,,
DKFZP586I1420,222161,0.0286547,0.204218,0.140314,,,,,,,
TNFRSF10B,8795,0.0286367,0.255143,0.112238,,,,,,,
OR52K2,119774,0.0286294,0.377319,0.0758758,,,,,,,
OSGEPL1,64172,0.0286261,0.222918,0.128415,,,,,,,
CHEK1,1111,0.0286194,0.243625,0.117473,,,,,,,
MXD1,4084,0.0286031,0.233178,0.122666,,,,,,,
GPR146,115330,0.0285933,0.169095,0.169096,,,,,,,
DCUN1D2,55208,0.028563,0.146105,0.195496,,,,,,,
NDP,4693,0.0285467,0.260497,0.109586,X,,,,,,
PHLDA3,23612,0.0285404,0.317482,0.0898959,,,,,,,
PDSS1,23590,0.0285218,0.31205,0.0914014,,,,,,,
ZNF586,54807,0.0285217,0.30577,0.0932783,,,,,,,
VAV1,7409,0.0285157,0.23718,0.120228,,,,,,,
MIXL1,83881,0.0284931,0.105197,0.270856,,,,,,,
STRBP,55342,0.0284931,0.116426,0.244732,,,,,,,
ANGPTL1,9068,0.0284848,0.188957,0.150748,,,,,,,
WNT2,7472,0.0284729,0.103063,0.276267,X,,X,,X,,
RPS15A,6210,0.0284662,0.226321,0.125778,,,,,,,
PRPF6,24148,0.0284639,0.161697,0.176032,,,,,,,
PARP12,64761,0.0284512,0.195675,0.145401,,,,,,,
PHC2,1912,0.0284311,0.234675,0.121151,,,,,,,
LINC00086,399668,0.0284302,0.386576,0.0735436,,,,,,,
HACL1,26061,0.0284076,0.214944,0.132163,,,,,,,
C1orf162,128346,0.0284067,0.340512,0.0834235,,,,,,,
CYP1B1-AS1,285154,0.0284065,0.298955,0.0950195,,,,,,,
TMEM26,219623,0.0284014,0.122498,0.231852,,,,,,,
FAM48A,55578,0.0283961,0.16905,0.167975,,,,,,,
WNT10A,80326,0.0283613,0.338248,0.0838474,X,,X,,X,,
FLYWCH2,114984,0.0283538,0.241044,0.117629,,,,,,,
PROCR,10544,0.0283486,0.134663,0.210515,,,,,,,
NTM,50863,0.028332,0.177505,0.159613,,,X,X,X,,X
VPS54,51542,0.0283183,0.264799,0.106943,,,,,,,
LHX8,431707,0.0283121,0.164175,0.172451,,,X,,X,,X
CEP57,9702,0.0282531,0.106473,0.265355,,,,,,,
FAM127B,26071,0.028253,0.273523,0.103293,,,,,,,
SYNGR3,9143,0.02824,0.121411,0.232598,,,,,,,
BCDIN3D,144233,0.0282218,0.220925,0.127744,,,,,,,
BVES,11149,0.0282175,0.255676,0.110364,,,,,,,
SUDS3,64426,0.0282157,0.221838,0.12719,,,,,,,
POU2F2,5452,0.028193,0.229267,0.12297,,,,,,,
CD36,948,0.0281868,0.131951,0.213616,,,,,,,
LYG1,129530,0.028178,0.260869,0.108016,,,,,,,
BOC,91653,0.0281736,0.0994757,0.283221,,,X,X,X,X,X
EEF1D,1936,0.0281698,0.209384,0.134536,,,,,,,
RAP1GDS1,5910,0.028161,0.179187,0.15716,,,,,,,
ZNF14,7561,0.0281575,0.206472,0.136374,,,,,,,
SASS6,163786,0.0281455,0.125513,0.224243,,,,,,,
DNAJA1,3301,0.0281449,0.192187,0.146445,,,,,,,
PLXNA3,55558,0.0281446,0.10999,0.255882,,,X,X,X,X,X
ITGA3,3675,0.0281395,0.16985,0.165673,,,X,X,X,,X
MARK4,57787,0.0281358,0.319151,0.0881584,,,,,,,
ZNF234,10780,0.0281348,0.176538,0.15937,,,,,,,
HADHB,3032,0.0281278,0.189846,0.148161,,,,,,,
TMPO,7112,0.0281187,0.161534,0.174074,,,,,,,
CDH2,1000,0.0281169,0.206726,0.13601,,,X,X,X,X,X
KATNAL2,83473,0.0281106,0.213673,0.131559,,,,,,,
CYBRD1,79901,0.0281005,0.206047,0.136379,,,,,,,
CD58,965,0.0280639,0.156443,0.179387,,,,,,,
SLC12A7,10723,0.0280479,0.289165,0.0969964,,,,,,,
AKAP11,11215,0.0280341,0.189894,0.14763,,,,,,,
PIEZO2,63895,0.0280311,0.288693,0.0970963,,,,,,,
LYRM7,90624,0.0280049,0.291545,0.0960569,,,,,,,
USP36,57602,0.0280037,0.169796,0.164926,,,,,,,
LGI1,9211,0.0279955,0.164874,0.1698,X,X,X,X,X,X,X
PITPNM3,83394,0.0279839,0.151487,0.184729,,,,,,,
DHCR24,1718,0.0279826,0.22917,0.122104,,,,,,,
TLR4,7099,0.0279746,0.25525,0.109597,,,,,,,
SRI,6717,0.0279572,0.255585,0.109385,X,,,,,,
P2RX6,9127,0.0279452,0.228237,0.122439,,,,,,,
PARP4,143,0.0279316,0.147423,0.189465,,,,,,,
PGM3,5238,0.0279267,0.194263,0.143757,,,,,,,
SPTBN2,6712,0.0279129,0.114394,0.244006,X,X,X,X,X,X,X
TBC1D22A,25771,0.0279021,0.298072,0.0936084,,,,,,,
EZH1,2145,0.0278926,0.237381,0.117501,,,,,,,
HIST2H2BF,440689,0.0278867,0.161837,0.172314,,,,,,,
CECR6,27439,0.0278687,0.489599,0.0569215,,,,,,,
ZNF304,57343,0.0278685,0.148964,0.187082,,,,,,,
ZNF76,7629,0.027853,0.174551,0.159569,,,,,,,
CXCR4,7852,0.0278445,0.164977,0.168778,,,X,X,X,X,X
CNIH2,254263,0.0278345,0.191817,0.14511,X,X,,,,,
ASIC4,55515,0.0278218,0.148182,0.187755,,,,,,,
MIPOL1,145282,0.0277945,0.307682,0.0903349,,,,,,,
DCUN1D3,123879,0.0277792,0.316964,0.0876414,,,,,,,
MED17,9440,0.0277615,0.295007,0.0941046,,,,,,,
MTTP,4547,0.0277567,0.268401,0.103415,,,,,,,
EBNA1BP2,10969,0.0277496,0.236774,0.117199,,,,,,,
RPGR,6103,0.0277484,0.277166,0.100115,,,X,,X,,X
FAM206A,54942,0.0277418,0.268947,0.10315,,,,,,,
C10orf116,10974,0.0277377,0.225206,0.123166,,,,,,,
CCDC94,55702,0.0277264,0.200626,0.138199,,,,,,,
DUSP10,11221,0.0277252,0.138988,0.19948,,,,,X,,
HHATL,57467,0.0277082,0.172942,0.160217,,,,,,,
KCNH6,81033,0.0277071,0.345536,0.0801858,X,X,,,,,
CDH1,999,0.0277056,0.194671,0.14232,,,X,X,X,,X
ZNF148,7707,0.0277028,0.340881,0.0812683,,,,,,,
PRIMA1,145270,0.0276481,0.273027,0.101265,X,X,,,,,
GMIP,51291,0.0276121,0.344614,0.0801245,,,,,,,
TEKT3,64518,0.0275926,0.146362,0.188523,,,,,,,
C1QTNF1,114897,0.0275923,0.135283,0.203959,X,,,,,,
PRDM1,639,0.0275859,0.174985,0.157647,,,X,,X,,X
ROS1,6098,0.0275708,0.146018,0.188818,,,,,,,
LARP1,23367,0.0275659,0.183759,0.150011,,,,,,,
JAM2,58494,0.0275477,0.195753,0.140727,,,,,,,
PANX2,56666,0.0275427,0.381802,0.0721386,X,X,,,,,
ANKH,56172,0.027542,0.172633,0.15954,,,,,,,
PRIM2,5558,0.0275338,0.269905,0.102013,,,,,,,
LINC00612,253128,0.0275289,0.260633,0.105623,,,,,,,
MYO1F,4542,0.0275272,0.185804,0.148152,,,,,,,
MICU1,10367,0.0275024,0.161725,0.170057,,,,,,,
WRNIP1,56897,0.0274828,0.218522,0.125767,,,,,,,
RPAP2,79871,0.0274756,0.169861,0.161753,,,,,,,
FAM111A,63901,0.0274738,0.221725,0.123909,,,,,,,
TOP2B,7155,0.0274734,0.201764,0.136166,,,X,X,X,X,X
MYO10,4651,0.0274723,0.281463,0.0976054,,,X,X,X,X,X
PLK1S1,55857,0.0274706,0.282306,0.0973079,,,,,,,
ANKZF1,55139,0.0274488,0.239727,0.1145,,,,,,,
GLS2,27165,0.0274325,0.113957,0.240727,X,X,,,,,
ALDH2,217,0.0274306,0.158909,0.172618,X,X,,,,,
WFDC2,10406,0.0274295,0.358179,0.0765805,,,,,,,
MGC3771,81854,0.0274164,0.210364,0.130328,,,,,,,
PHLDB3,653583,0.0274117,0.305126,0.0898373,,,,,,,
ABCC10,89845,0.0273976,0.211222,0.12971,,,,,,,
SLC47A2,146802,0.0273909,0.126921,0.215812,,,,,,,
ACTL6B,51412,0.0273896,0.201747,0.135762,,,,,,,
FAM222B,55731,0.0273859,0.207112,0.132227,,,,,,,
C19orf6,91304,0.0273757,0.297182,0.0921177,,,,,,,
STX5,6811,0.0273753,0.130207,0.210245,,,,,,,
ZNF670,93474,0.0273709,0.20953,0.13063,,,,,,,
ATG7,10533,0.0273706,0.294289,0.0930059,,,X,X,X,X,X
CSPG4,1464,0.0273626,0.273103,0.100191,,,X,X,X,,X
C9orf24,84688,0.0273625,0.361243,0.0757452,,,,,,,
WFIKKN2,124857,0.0273598,0.368747,0.0741967,,,,,,,
RRAD,6236,0.0273416,0.291362,0.0938409,,,,,,,
OPTN,10133,0.0273244,0.0986893,0.276873,,,,,,,
TTC17,55761,0.0273211,0.192471,0.141949,,,,,,,
TARS,6897,0.0273066,0.150105,0.181916,,,,,,,
SLC5A7,60482,0.0272774,0.140234,0.194513,X,X,,,,,
CAMKMT,79823,0.0272706,0.225674,0.120841,,,,,,,
EFEMP1,2202,0.0272654,0.126862,0.214922,,,,,,,
TCEA2,6919,0.0272628,0.251897,0.10823,,,,,,,
DMC1,11144,0.0272515,0.176599,0.154313,,,,,,,
MGST3,4259,0.0272499,0.273144,0.0997638,,,,,,,
POU2F1,5451,0.0272375,0.261438,0.104183,X,,,,,,
LRRFIP1,9208,0.027224,0.210024,0.129624,,,,,,,
CLOCK,9575,0.0272051,0.225792,0.120488,X,,,,,,
MANEA,79694,0.027182,0.220029,0.123538,,,,,,,
FUBP1,8880,0.0271577,0.174989,0.155197,,,,,,,
ZNF549,256051,0.0271555,0.253698,0.107039,,,,,,,
NUMB,8650,0.0271389,0.18862,0.143881,,,X,X,X,X,X
FADS3,3995,0.0271366,0.11493,0.236115,,,,,,,
NKX6-2,84504,0.0271319,0.180074,0.150671,,,X,,X,,
ZNF187,7741,0.0271206,0.218594,0.124069,,,,,,,
MIR22HG,84981,0.0271197,0.254842,0.106418,,,,,,,
FLCN,201163,0.0271182,0.198917,0.136329,,,,,,,
STOM,2040,0.027118,0.121761,0.222714,,,,,,,
KRT5,3852,0.0271106,0.214718,0.126262,,,,,,,
DTX3,196403,0.0270822,0.186087,0.145536,,,,,,,
PROSAPIP1,9762,0.0270776,0.229221,0.118129,,,,,,,
PHF20,51230,0.0270745,0.178179,0.151951,,,,,,,
LRRN1,57633,0.0270726,0.153373,0.176516,,,,,,,
B3GALNT2,148789,0.0270683,0.114341,0.236734,,,,,,,
IMMP1L,196294,0.0270656,0.275237,0.0983358,,,,,,,
CLK2,1196,0.0270519,0.158264,0.170929,,,,,,,
CD14,929,0.0270382,0.212801,0.127059,,,,,,,
HMOX2,3163,0.0270362,0.221571,0.122021,,,,,,,
C3orf23,285343,0.0270328,0.18569,0.14558,,,,,,,
UBQLN1,29979,0.02703,0.279757,0.0966193,,,,,,,
KCMF1,56888,0.0270264,0.257708,0.104872,,,,,,,
LAPTM4B,55353,0.0270123,0.188943,0.142965,,,,,,,
KIAA0368,23392,0.0270025,0.108472,0.248936,,,,,,,
LYPD1,116372,0.0269955,0.13143,0.205399,,,,,,,
SOD1,6647,0.0269871,0.311738,0.0865697,,,X,,X,,X
LDLR,3949,0.0269845,0.166062,0.162496,,,,,,,
SMARCAL1,50485,0.0269622,0.22767,0.118427,,,,,,,
ZFYVE21,79038,0.0269591,0.197763,0.13632,,,,,,,
EXTL3,2137,0.0269522,0.259855,0.10372,,,,,,,
SEPT12,124404,0.026945,0.27369,0.098451,,,,,,,
UBXN2A,165324,0.0269418,0.200312,0.134499,,,,,,,
PBRM1,55193,0.0269355,0.108961,0.247204,,,,,,,
RDX,5962,0.0269304,0.25877,0.104071,,,,,,,
TOR2A,27433,0.0269303,0.24871,0.10828,,,,,,,
IL15,3600,0.0269129,0.322224,0.0835226,X,,,,,,
MCM2,4171,0.026911,0.270256,0.0995763,,,,,,,
NMI,9111,0.0269034,0.223916,0.12015,,,,,,,
PROK2,60675,0.0269028,0.134352,0.200241,,,,,,,
ZNF827,152485,0.0269024,0.143961,0.186873,,,,,,,
ZNF197,10168,0.026901,0.143403,0.18759,,,,,,,
SYT3,84258,0.0268952,0.180731,0.148814,,,,,,,
SCIN,85477,0.0268892,0.150498,0.178668,,,,,,,
DAP,1611,0.0268828,0.158887,0.169194,,,,,,,
FUT4,2526,0.0268674,0.179343,0.14981,,,,,,,
SH2D3C,10044,0.0268609,0.149392,0.179801,,,,,,,
HYOU1,10525,0.0268602,0.263201,0.102052,,,,,,,
TPR,7175,0.0268543,0.200228,0.134118,,,,,,,
VASH2,79805,0.0268476,0.122069,0.219938,,,,,,,
SOX13,9580,0.0268307,0.17296,0.155126,,,,,,,
ULBP1,80329,0.0268142,0.0941716,0.284738,,,,,,,
ACSS3,79611,0.0268142,0.239446,0.111984,,,,,,,
TTC25,83538,0.0268013,0.174124,0.15392,,,,,,,
IGFBP7,3490,0.0267968,0.190312,0.140804,,,,,,,
ANAPC13,25847,0.0267937,0.260688,0.102781,,,,,,,
GFAP,2670,0.0267845,0.150612,0.177837,X,X,X,X,X,,X
SAMD9,54809,0.0267553,0.154543,0.173126,,,,,,,
MNT,4335,0.0267266,0.276358,0.09671,,,,,,,
NPR3,4883,0.0267166,0.349933,0.0763477,,,,,,,
DYRK2,8445,0.0267101,0.197693,0.135109,,,,,,,
USH1C,10083,0.0266973,0.13939,0.191529,,,X,,X,,
ACO2,50,0.0266807,0.23537,0.113356,,,,,,,
GRM6,2916,0.026674,0.345963,0.0771009,X,X,,,,,
FGFR3,2261,0.0266703,0.117086,0.227783,X,,X,X,X,X,X
ARHGAP6,395,0.0266647,0.162184,0.16441,,,,,,,
C11orf68,83638,0.0266265,0.127441,0.208932,,,,,,,
ZNF488,118738,0.026616,0.174835,0.152235,,,,,X,,
PRR18,285800,0.0266129,0.154785,0.171935,,,,,,,
NFAT5,10725,0.0266038,0.121719,0.218567,,,,,,,
STK4,6789,0.0265973,0.10536,0.252441,,,,,,,
SLC46A3,283537,0.0265916,0.189399,0.1404,,,,,,,
KPTN,11133,0.0265861,0.167452,0.158768,,,,,,,
TADA3,10474,0.0265815,0.261018,0.101838,,,,,,,
C4orf36,132989,0.0265746,0.300085,0.0885569,,,,,,,
APH1B,83464,0.0265717,0.225262,0.117959,,,,,,,
SNX21,90203,0.0265708,0.242543,0.109551,,,,,,,
CCDC53,51019,0.0265678,0.215497,0.123286,,,,,,,
NOP14,8602,0.0265499,0.0966081,0.27482,,,,,,,
PIH1D2,120379,0.0265475,0.161592,0.164288,,,,,,,
C4orf45,152940,0.0265455,0.431949,0.0614553,,,,,,,
SSU72,29101,0.0265453,0.379259,0.0699925,,,,,,,
PTEN,5728,0.0265405,0.217808,0.121853,X,X,X,X,X,X,X
PPARG,5468,0.0265369,0.174645,0.151948,X,,,,X,,
ASPH,444,0.0265224,0.182395,0.145412,,,,,,,
TSPAN4,7106,0.0265175,0.331896,0.0798971,,,,,,,
CTNND1,1500,0.0264721,0.116165,0.227883,,,,,,,
BRCA1,672,0.0264617,0.269175,0.098307,,,,,,,
CDV3,55573,0.0264616,0.25773,0.102672,,,,,,,
PI16,221476,0.026448,0.151696,0.174349,,,,,,,
CDKN1B,1027,0.0264422,0.190565,0.138757,,,,,,,
DBX2,440097,0.0264379,0.200333,0.13197,,,,,,,
C3orf35,339883,0.0264278,0.3005,0.0879461,,,,,,,
MAD2L2,10459,0.0264212,0.110568,0.238958,,,,,,,
TMEM135,65084,0.0264117,0.27172,0.0972019,,,,,,,
BHMT2,23743,0.026408,0.282436,0.0935011,,,,,,,
VPS37A,137492,0.0264033,0.233117,0.113262,,,,,,,
ARL15,54622,0.0264032,0.199048,0.132647,,,,,,,
CDCA4,55038,0.0263996,0.179861,0.146778,,,,,,,
DDX60,55601,0.0263978,0.156422,0.168761,,,,,,,
PPP4R4,57718,0.0263964,0.170355,0.15495,,,,,,,
MTAP,4507,0.0263784,0.258899,0.101887,,,,,,,
LCOR,84458,0.0263735,0.329239,0.0801045,,,,,,,
STH,246744,0.0263603,0.253177,0.104118,,,,,,,
KIF5C,3800,0.0263579,0.121879,0.216263,,,X,X,X,X,X
SERP2,387923,0.0263499,0.250037,0.105384,,,,,,,
CD22,933,0.0263471,0.163711,0.160936,,,,,,,
HYDIN,54768,0.0263388,0.304376,0.0865338,,,,,,,
RBBP6,5930,0.0263346,0.245921,0.107085,,,,,,,
MAP3K5,4217,0.026326,0.176593,0.149077,,,,,,,
DIO2,1734,0.0263176,0.394221,0.0667586,X,,,,,,
NFKB1,4790,0.0263121,0.182016,0.144559,,,,,,,
TUFT1,7286,0.0263007,0.274998,0.0956396,,,,,,,
HIVEP2,3097,0.0262948,0.203694,0.12909,,,,,,,
MYOF,26509,0.0262868,0.171347,0.153413,,,,,,,
MIR31HG,554202,0.0262844,0.180891,0.145305,,,,,,,
ERF,2077,0.0262766,0.358871,0.0732201,,,,,,,
RASA2,5922,0.0262669,0.209072,0.125636,,,,,,,
PPP1R36,145376,0.026254,0.187175,0.140264,,,,,,,
ABCG2,9429,0.0262432,0.303038,0.0866003,,,,,,,
MARC2,54996,0.026236,0.417237,0.0628804,,,,,,,
TAL1,6886,0.0262336,0.155344,0.168875,,,X,,X,,
MBOAT2,129642,0.0262287,0.226254,0.115926,,,,,,,
MRPL41,64975,0.0262077,0.331714,0.0790068,,,,,,,
LRP10,26020,0.0262052,0.220342,0.11893,,,,,,,
MT3,4504,0.0262035,0.174475,0.150185,,,X,X,X,X,X
CLIP2,7461,0.0262018,0.201689,0.129912,,,,,,,
CMTM3,123920,0.0262012,0.245255,0.106833,,,,,,,
ARMCX2,9823,0.0261779,0.236134,0.11086,,,,,,,
ADSSL1,122622,0.0261703,0.176617,0.148175,,,,,,,
MTPAP,55149,0.0261366,0.156289,0.167232,,,,,,,
FBXL21,26223,0.0261359,0.134338,0.194553,,,,,,,
MAP3K4,4216,0.0261275,0.22288,0.117227,,,,,,,
CDK5R1,8851,0.0261216,0.168763,0.154783,,,X,X,X,X,X
DSEL,92126,0.0261171,0.165978,0.157353,,,,,,,
KPNA1,3836,0.0261142,0.21565,0.121095,,,,,,,
ZNF644,84146,0.0261138,0.253402,0.103053,,,,,,,
CATSPER2,117155,0.0261124,0.389989,0.0669568,,,,,,,
HOOK1,51361,0.0261064,0.171937,0.151837,,,,,,,
GSN,2934,0.0261061,0.15242,0.171278,,,,,,,
MAGEE2,139599,0.0261052,0.143145,0.182369,,,,,,,
DIDO1,11083,0.0260967,0.225769,0.11559,,,,,,,
PIPOX,51268,0.026094,0.137602,0.189633,,,,,,,
CBX6,23466,0.0260929,0.169227,0.154189,,,,,,,
PCF11,51585,0.0260863,0.121381,0.214912,,,,,,,
HPS5,11234,0.0260822,0.186961,0.139506,,,,,,,
TAGLN2,8407,0.0260821,0.194401,0.134167,,,,,,,
TPM3,7170,0.026081,0.357436,0.0729669,,,,,,,
COL10A1,1300,0.0260797,0.303085,0.0860475,,,,,,,
KLHDC10,23008,0.0260739,0.177272,0.147084,,,,,,,
CASC2,255082,0.0260732,0.202071,0.12903,,,,,,,
BTBD1,53339,0.0260692,0.294743,0.0884474,,,,,,,
SCNN1B,6338,0.0260578,0.183099,0.142315,,,,,,,
KRT18,3875,0.0260255,0.456497,0.0570114,,,,,,,
TMEM108,66000,0.025995,0.167152,0.155517,,,,,,,
PLD2,5338,0.0259771,0.207962,0.124912,,,X,X,X,,X
APCDD1,147495,0.0259396,0.179928,0.144167,,,,,,,
KLHL32,114792,0.0258874,0.210968,0.122708,,,,,,,
GLRX,2745,0.0258856,0.196237,0.13191,,,,,,,
OLIG2,10215,0.0258832,0.243814,0.106159,,,X,,X,,
MSMO1,6307,0.0258753,0.106994,0.241838,,,,,,,
WARS,7453,0.0258663,0.250828,0.103124,,,,,,,
SMNDC1,10285,0.0258582,0.17781,0.145426,,,,,,,
BMP4,652,0.0258429,0.233021,0.110904,X,,X,,X,,
PSMD12,5718,0.0258355,0.205844,0.12551,,,,,,,
ULK1,8408,0.0258331,0.170454,0.151554,,,X,X,X,X,X
EPAS1,2034,0.0258235,0.220778,0.116966,,,,,,,
FAM117B,150864,0.0258093,0.109891,0.234864,,,,,,,
ERMAP,114625,0.025796,0.157151,0.164148,,,,,,,
MED25,81857,0.0257835,0.269216,0.0957727,,,,,,,
SPP1,6696,0.025767,0.2346,0.109834,,,X,X,X,X,X
JRK,8629,0.0257601,0.192436,0.133864,,,,,,,
CES4A,283848,0.0257574,0.173703,0.148284,,,,,,,
PEX19,5824,0.0257484,0.284117,0.0906261,,,,,,,
BRAP,8315,0.0257368,0.201035,0.128022,,,,,,,
OSBPL6,114880,0.0257362,0.177689,0.144838,,,,,,,
JMJD6,23210,0.0256868,0.183233,0.140187,,,,,,,
CTC1,80169,0.0256737,0.0931767,0.275538,,,,,,,
PTPLB,201562,0.0256686,0.161531,0.158908,,,,,,,
OPA1,4976,0.0256669,0.174958,0.146703,,,X,X,X,,X
CEP72,55722,0.0256665,0.152708,0.168076,,,,,,,
CCDC110,256309,0.0256597,0.185146,0.138592,,,,,,,
TMEM63A,9725,0.0256366,0.156404,0.163913,,,,,,,
ZNF235,9310,0.0256174,0.307076,0.0834236,,,,,,,
SH3BGRL3,83442,0.0256057,0.387774,0.0660327,,,,,,,
ADCY6,112,0.0256026,0.196094,0.130563,X,X,X,X,X,,X
ARFGAP3,26286,0.0256004,0.160592,0.159412,,,,,,,
ZNF534,147658,0.0255864,0.237298,0.107824,,,,,,,
ATG4D,84971,0.025579,0.137836,0.185575,,,,,,,
CAPRIN1,4076,0.0255756,0.266592,0.095935,,,X,X,X,,X
MIER3,166968,0.0255723,0.107042,0.238899,,,,,,,
WDYHV1,55093,0.0255698,0.0930702,0.274736,,,,,,,
HDGF,3068,0.0255595,0.18663,0.136953,,,,,,,
HMG20B,10362,0.0255532,0.294171,0.0868652,,,X,,X,,
AQP9,366,0.0255436,0.361004,0.070757,,,,,,,
CA7,766,0.0255418,0.247103,0.103365,X,X,,,,,
AGFG1,3267,0.0255203,0.212213,0.120258,,,,,,,
KREMEN1,83999,0.0255196,0.179453,0.142208,,,,,,,
PRPF3,9129,0.025515,0.224192,0.113808,,,,,,,
GLS,2744,0.0255105,0.262512,0.0971786,X,X,,,,,
LINC00304,283860,0.0255053,0.335364,0.0760526,,,,,,,
PTP4A3,11156,0.0254933,0.170242,0.149747,,,,,,,
HRSP12,10247,0.0254691,0.158016,0.16118,,,,,,,
CALML4,91860,0.0254625,0.198922,0.128002,,,,,,,
ADSS,159,0.0254609,0.210331,0.121052,,,,,,,
CCDC158,339965,0.0254608,0.153561,0.165802,,,,,,,
KBTBD3,143879,0.0254434,0.204575,0.124372,,,,,,,
RUFY1,80230,0.025432,0.126606,0.200876,,,,,,,
ZNF526,116115,0.0254307,0.143724,0.176941,,,,,,,
PRR16,51334,0.0254257,0.21004,0.121052,,,,,,,
STIM2,57620,0.0254136,0.238254,0.106666,,,,,,,
PATZ1,23598,0.0254113,0.181408,0.140078,,,,,,,
WHSC1,7468,0.0254087,0.188389,0.134873,,,,,,,
EGFLAM,133584,0.0253825,0.177793,0.142765,,,,,,,
CREBZF,58487,0.0253802,0.333622,0.0760748,,,,,,,
KIF16B,55614,0.0253797,0.198502,0.127856,,,,,,,
SYN3,8224,0.0253682,0.136543,0.185788,X,X,,,,,
CD44,960,0.0253561,0.148731,0.170483,,,X,X,X,,X
SMOC1,64093,0.0253515,0.182436,0.138962,,,,,,,
SERPINB1,1992,0.0253507,0.189149,0.134025,,,,,,,
C2orf44,80304,0.0253506,0.18807,0.134793,,,,,,,
PLA2G7,7941,0.0253506,0.118826,0.213343,,,,,,,
LMAN1L,79748,0.0253436,0.167286,0.151499,,,,,,,
RUNDC3B,154661,0.0253435,0.125182,0.202453,,,,,,,
UNKL,64718,0.0253283,0.196213,0.129086,,,,,,,
RPP14,11102,0.0253273,0.29019,0.0872785,,,,,,,
TBC1D1,23216,0.0253248,0.155948,0.162393,,,,,,,
BIVM,54841,0.0253199,0.22718,0.111453,,,,,,,
C12orf49,79794,0.0253169,0.267954,0.0944825,,,,,,,
KIF1B,23095,0.0253035,0.240991,0.104998,X,X,,,,,
NPAT,4863,0.0252934,0.14047,0.180062,,,,,,,
RB1CC1,9821,0.0252837,0.0682765,0.370313,,,,,,,
C12orf29,91298,0.0252769,0.274797,0.0919841,,,,,,,
TRIOBP,11078,0.0252628,0.176172,0.143399,,,,,,,
MSL2,55167,0.0252533,0.21053,0.119951,,,,,,,
TOM1L2,146691,0.025253,0.21287,0.118631,,,,,,,
GBGT1,26301,0.025252,0.151631,0.166536,,,,,,,
SDCBP,6386,0.0252442,0.188875,0.133655,X,X,X,X,X,X,X
KIAA1244,57221,0.025205,0.176917,0.142468,,,,,,,
